rn,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed
empirical_AIC_each_k,0.0860344365300781,0.0239902572973739,0.065197769561108,0.0584074877961866,0.060750123550636,0.0170565189124878,0.0666009855125509,0.0558302813190457,0.891068165363364,0.891068165363364,0.891068165363364,0.460505509913063,0.460505509913063,0.460505509913063,0.672999999995227,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0843364318772608,0.0242104218563415,0.0763123612304207,0.061619738321341,0.0616523924292302,0.0158018714379569,0.0755804407324984,0.0595874927434052,0.706595983860111,1.09307686324969,17.1395109917106,0.643134275806368,0.395038720880149,0.406479485264226,0.903999999994994,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
empirical_independence,0.159192584221343,0.0645397595480784,0.0974106185610554,0.107047654110159,0.128382877351921,0.0337413302621677,0.0929164176338708,0.0956596800331421,Inf,Inf,Inf,Inf,Inf,Inf,0.11699999999837,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
Gaussian,0.019738518421231,0.0183924517791113,0.0260503309724044,0.0213937670575822,0.0146360412187627,0.00976595034677624,0.0288644680458305,0.0183966935342739,,,,,,,0.137000000002445,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
copula,0.0130307407977454,0.0169818086933559,0.0265591701098498,0.0188572398669837,0.0112816042027407,0.0149623043168712,0.0265084580450996,0.0183211417336272,,,,,,,0.215000000011059,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
treeSHAP,0.112634327402347,0.0466574985741259,0.0660320503799981,0.0751079587854902,0.0781875124017877,0.0199573101512931,0.0594041913343499,0.0607464889017864,,,,,,,0.00399999998626299,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.137868478131041,0.0485318266955745,0.120538584225176,0.102312963017264,0.147219580795516,0.060192092114694,0.0708481326189048,0.101315806132082,0.1,0.1,0.1,0.1,0.1,0.1,0.11699999999837,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0989293188657458,0.0230840862780673,0.0791666107790312,0.0670600053076148,0.0827929379016988,0.0166999318286035,0.0889173232530817,0.0735040898482487,0.720178570388469,0.720178570388469,0.720178570388469,0.407154832127718,0.407154832127718,0.407154832127718,0.68399999999383,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0828113284046689,0.022288127594008,0.0780195466454354,0.0610396675480374,0.0716131465039961,0.0177931242222636,0.0853719168014424,0.0666834877814121,0.368925490183858,1.15629079516759,30.1002864422517,0.497900743740107,0.290128664903798,0.399723484205933,0.897000000011758,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
empirical_independence,0.201894799538264,0.0859897158786707,0.123438647996394,0.137107721137776,0.165718139848079,0.0450493498029173,0.11701162019962,0.121808092027078,Inf,Inf,Inf,Inf,Inf,Inf,0.122999999992317,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
Gaussian,0.0172228150010319,0.0149072285604793,0.0258638397302114,0.0193312944305742,0.0130493468189892,0.0128428683862433,0.0279622093159486,0.0185200671947408,,,,,,,0.163000000000466,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
copula,0.0124377240668845,0.0110818085091573,0.0200835218149749,0.0145343514636722,0.0123295067279268,0.0143874738705517,0.0277742535832446,0.0184337562348307,,,,,,,0.229999999995925,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
treeSHAP,0.154579242326039,0.0715397424838147,0.0834723592963244,0.103197114702059,0.114672357394901,0.0363339561635459,0.0818703446619289,0.0865396392156232,,,,,,,0.00300000001152512,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.5,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.139298547956935,0.0595469071233816,0.121054736368467,0.106633397149595,0.131379102264965,0.0343781140440833,0.099692000295642,0.0967263798653904,0.1,0.1,0.1,0.1,0.1,0.1,0.135999999998603,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0980394912696996,0.0263394677109562,0.0853669659192712,0.0699153082999757,0.0814147969444387,0.0112218358924157,0.0924723014346426,0.0736131721274752,0.510093984182633,0.510093984182633,0.510093984182633,0.344296787426801,0.344296787426801,0.344296787426801,0.669999999998254,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0958523932905738,0.0249206047149843,0.0869896916688581,0.069254229891472,0.0781728588761836,0.0164085620114093,0.0907453834596257,0.0724062160291942,0.312620359599001,0.786546968841542,18.7644721943427,0.379327816766569,0.302167205514555,0.347658314810243,0.889999999999418,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
empirical_independence,0.260386020081377,0.107455097206811,0.165465198178212,0.177768771822133,0.21864710076235,0.0545163442052349,0.158824908730536,0.161161133812326,Inf,Inf,Inf,Inf,Inf,Inf,0.130000000004657,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
Gaussian,0.0127249624180311,0.0183850267353787,0.0236303255995475,0.0182467715843191,0.0119018908483884,0.0178393166788087,0.032886172991916,0.0214859540855098,,,,,,,0.14100000000326,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
copula,0.0143111418833753,0.0080631414879905,0.0168173078136589,0.0130638637283416,0.00969638790759848,0.0108647124200053,0.0221790025593174,0.0146851154402653,,,,,,,0.221999999994296,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
treeSHAP,0.171049605378576,0.065158553079129,0.11301291439347,0.116407024283725,0.113842368147307,0.0382086141025637,0.111390518744251,0.0983543193291731,,,,,,,0.00400000000081491,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.6,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0958369847968157,0.038892395090003,0.0728989315344377,0.0692094371404188,0.0596487553888704,0.0393764599704039,0.0693235937305169,0.0584720748835611,0.1,0.1,0.1,0.1,0.1,0.1,0.134000000005472,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0649887771307113,0.0227301876820149,0.0612427197694873,0.0496538948607378,0.0387112409915086,0.0205938427182938,0.0612339125878635,0.0448495594639396,0.451488076605544,0.451488076605544,0.451488076605544,0.283843983675224,0.283843983675224,0.283843983675224,0.69199999999546,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0658598769765949,0.0322947786320869,0.066776885362374,0.0549771803236853,0.0515107169101593,0.0295346183349208,0.073969558988972,0.053351503215491,0.243026773364593,0.537063923111415,0.600214327043131,0.309392041290462,0.239011908247051,0.310746096482262,0.825000000011642,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
empirical_independence,0.281884207148455,0.102376590372717,0.189675826483767,0.191312208001646,0.204909446939817,0.0706633252957393,0.188238559289241,0.171180212692875,Inf,Inf,Inf,Inf,Inf,Inf,0.12400000001071,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
Gaussian,0.0117870100493899,0.0128735177691439,0.0193638046100551,0.0146747774761963,0.0107009701971601,0.0183368487831022,0.0297081036145938,0.0198226825178514,,,,,,,0.135999999998603,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
copula,0.0206969854340103,0.0168775890829595,0.0150941769213554,0.0175562504794417,0.0131022965850598,0.00952670532355372,0.0113248432874562,0.0108386032316943,,,,,,,0.201999999990221,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
treeSHAP,0.190078462202139,0.0756835388075646,0.117212935068136,0.127658312025947,0.106205831398395,0.0524365554412276,0.117437688696682,0.101705919647388,,,,,,,0.00400000000081491,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.7,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0647876657133716,0.0511037087703632,0.0459019430426147,0.0539311058421165,0.056627455756812,0.0479033142214678,0.052313032978253,0.0492107939100463,0.1,0.1,0.1,0.1,0.1,0.1,0.11699999999837,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0702584267158394,0.0178569133447786,0.0654813482995217,0.0511988961200466,0.0399109177428629,0.0120926437542985,0.051292426200881,0.0429907093828432,0.384699443421991,0.384699443421991,0.384699443421991,0.241353148603178,0.241353148603178,0.241353148603178,0.737999999997555,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0719553530420231,0.0218223898928246,0.0692176548598855,0.0543317992649111,0.0429146423228386,0.0115532386228442,0.0559855244825066,0.0450264140026044,0.332016469755471,0.380595904621872,0.495408292377051,0.226919650912686,0.229691360769505,0.271135170803042,0.881999999997788,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
empirical_independence,0.342370257184549,0.120900926431426,0.2295068776016,0.230926020405858,0.240416118077962,0.087840874908272,0.223008311635794,0.204176273752386,Inf,Inf,Inf,Inf,Inf,Inf,0.119000000006054,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
Gaussian,0.0103174516560667,0.00834082662713469,0.0126953129637619,0.0104511970823211,0.00968099884572161,0.00820123958408042,0.0201930992733714,0.0128799715712165,,,,,,,0.277000000001863,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
copula,0.0295488895236627,0.01879174230365,0.0169505127441012,0.021763714857138,0.0167119470512053,0.0126817899247557,0.0157996648904761,0.0151705257524882,,,,,,,0.217999999993481,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
treeSHAP,0.227018073591484,0.0873615026621154,0.141851876560556,0.152077150938052,0.125423921595093,0.0738453738671695,0.144424410165031,0.124703907799249,,,,,,,0.0059999999939464,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.8,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0518411859001303,0.04276851219844,0.0490601894601298,0.0478899625195667,0.0267672228954122,0.00877028902728951,0.039977593891436,0.026433873116907,0.1,0.1,0.1,0.1,0.1,0.1,0.129000000000815,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0652322522134624,0.0152437404173591,0.0559406297377972,0.0454722074562063,0.0319327290407082,0.0099364536162462,0.0407193805858913,0.0360307787731354,0.30807464089206,0.30807464089206,0.30807464089206,0.203523934769449,0.203523934769449,0.203523934769449,0.67500000000291,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0664305418203709,0.0168864991301925,0.0581428295219503,0.0471532901575045,0.0313124609019499,0.00911702577254583,0.0436110092584349,0.0367465714745574,0.292536252356004,0.297516128265262,0.335442236101956,0.186307006932529,0.203323893721734,0.24065467327817,0.80800000000454,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
empirical_independence,0.313849082451396,0.18019036228884,0.137324414632686,0.210454619790974,0.164712293078022,0.122136370524224,0.143371973439232,0.154731023886677,Inf,Inf,Inf,Inf,Inf,Inf,0.135999999998603,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
Gaussian,0.0173345342410661,0.00871583944758572,0.0117879046279683,0.0126127594388733,0.026855075234382,0.00957661899108558,0.017048815412976,0.0181365512104362,,,,,,,0.144999999989523,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
copula,0.0375230087598073,0.0161888241839771,0.0214342491721061,0.0250486940386302,0.0187983645957481,0.0070801343795841,0.0146019130291733,0.0162628869343763,,,,,,,0.203000000008615,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
treeSHAP,0.261702031042021,0.14162999947121,0.120056672650703,0.174462901054645,0.133770682828934,0.113307905415382,0.140649910314771,0.136357254436696,,,,,,,0.00400000000081491,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.9,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.108864285309906,0.117152299062778,0.0778169192809722,0.101277834551218,0.120628005971577,0.0441663236549795,0.0572271292032465,0.0771856454857299,0.1,0.1,0.1,0.1,0.1,0.1,0.130000000004657,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0264070902335826,0.0116958542492817,0.020905868302659,0.0196696042618411,0.0232907328667738,0.0100625760211914,0.0132618958993723,0.0165418948696548,24.5144948552966,24.5144948552966,24.5144948552966,22.2483421683059,22.2483421683059,22.2483421683059,0.971000000005006,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0265842995059691,0.0118876815137522,0.0196957334467534,0.0193892381554916,0.0234679435932589,0.0110040331284822,0.0140656640141333,0.0169439940881718,31.102478171577,11.3024596773132,13.2507352626363,23.2970170374986,21.4155003523372,21.0868191214118,1.10699999998906,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
empirical_independence,0.0289955044844396,0.0161828875703773,0.0162494846568301,0.0204759589038823,0.0230935700498466,0.0168425404977305,0.0198160653234117,0.019608714146194,Inf,Inf,Inf,Inf,Inf,Inf,0.118000000002212,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
Gaussian,0.031766328284667,0.025413861971415,0.0234150898889861,0.0268650933816894,0.0208152955750012,0.0315583546655263,0.0172628640257146,0.0225182537307601,,,,,,,0.144000000000233,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
copula,0.0225885166928482,0.0316935469976799,0.0219426134164524,0.0254082257023268,0.0233514219189836,0.0381242565859079,0.0205635156347718,0.0267044091336884,,,,,,,0.202000000004773,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
treeSHAP,0.0120871237161048,0.0150460173361592,0.0160276798362593,0.0143869402961745,0.0104257532204418,0.00656587356015682,0.00599915113250323,0.00752740320407243,,,,,,,0.00400000000081491,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.05,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.10933135546886,0.117303671680178,0.0852055536843742,0.103946860277804,0.150468119667923,0.0680889328434305,0.0745486145434511,0.0978811903098681,0.1,0.1,0.1,0.1,0.1,0.1,0.12400000001071,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0651169718179629,0.0454029899063232,0.0208821540523229,0.0438007052588696,0.0547473583422116,0.0403135635324445,0.0178959858349808,0.0419880463126519,13.2720113439637,13.2720113439637,13.2720113439637,1.7116979568014,1.7116979568014,1.7116979568014,0.82499999999709,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0567662204539313,0.0412552934824713,0.0161053318007984,0.0380422819124003,0.0479724511459671,0.0380111147237838,0.0128575403916258,0.0376608592914195,11.9018238467986,8.65217774947002,27.113787667607,20.8559653477595,23.3979291247314,0.75010604230357,1.07200000000012,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
empirical_independence,0.0719833011173385,0.0527633856057566,0.0226299599419727,0.0491255488883559,0.0594553034907587,0.0440600985741915,0.0216976118606441,0.0462730110113583,Inf,Inf,Inf,Inf,Inf,Inf,0.12599999998929,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
Gaussian,0.0297287261953823,0.0213456418792348,0.0155316217107407,0.0222019965951193,0.0223944607388764,0.0247168686263189,0.0170373942901144,0.0209083503440878,,,,,,,0.138999999995576,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
copula,0.0277953474466178,0.02379736926356,0.00399798232000945,0.0185302330100624,0.0187570849661396,0.0156856047305176,0.00743820446378757,0.017395874246306,,,,,,,0.194000000003143,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
treeSHAP,0.0500216005482943,0.0306013057306522,0.0194309763434927,0.0333512942074797,0.0387868625721487,0.0298485386160439,0.0103355755279453,0.0297668371881012,,,,,,,0.0029999999969732,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.15,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0689808231829174,0.0781897884067258,0.0836232819962924,0.0769312978619785,0.0825446961031905,0.0482531702920811,0.0788507866658453,0.0665398108073799,0.1,0.1,0.1,0.1,0.1,0.1,0.126000000003842,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0697386296472948,0.0321818745365671,0.0393185414397077,0.0470796818745232,0.0553171342790962,0.0182992027354948,0.0358939844556367,0.0402766651117316,1.26726610091561,1.26726610091561,1.26726610091561,0.61519022566425,0.61519022566425,0.61519022566425,0.747000000003027,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0352531520463042,0.0168682063516735,0.0284844284061275,0.0268685956013684,0.0406814896457147,0.00681868032900257,0.0292550803069095,0.0281500422961269,0.0828095459807091,1.84543153507787,28.9864763483088,0.915807907889267,0.522360129939206,0.522710121686011,0.891999999992549,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
empirical_independence,0.103572316763866,0.0561551244816547,0.0536113626857514,0.0711129346437573,0.0848867965993338,0.0352939504201138,0.0442010035259092,0.0594852337683996,Inf,Inf,Inf,Inf,Inf,Inf,0.126000000003842,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
Gaussian,0.0205975070364471,0.0157989786496676,0.0189554925161957,0.0184506594007702,0.0133071015261002,0.00971598637307118,0.0228155217636094,0.015183603968352,,,,,,,0.146000000007916,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
copula,0.0170688573711321,0.00694105050057776,0.0138156727612462,0.012608526877652,0.0170004538918553,0.00574896597250191,0.0168698190418924,0.0138718304901215,,,,,,,0.208999999988009,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
treeSHAP,0.0632833172900468,0.0296322076485467,0.0336679568453224,0.042194493927972,0.0428954066451625,0.0205296101631361,0.0245435965343907,0.0325485707960456,,,,,,,0.00300000001152512,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.25,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0777070667082993,0.0473408687319693,0.0710992594992508,0.0653823983131731,0.0763808938725349,0.0361772830830322,0.0570287199731441,0.0561444758507339,0.1,0.1,0.1,0.1,0.1,0.1,0.11600000000908,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.075437664543018,0.0220862076603701,0.0555204134899493,0.0510147618977791,0.052110665497736,0.0156747830225256,0.0549931964041619,0.0472153798561484,0.950304430078813,0.950304430078813,0.950304430078813,0.490244267133969,0.490244267133969,0.490244267133969,0.701000000000931,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0740717933335253,0.0226646964832396,0.0655193083575266,0.0540852660580972,0.0527364367834294,0.0128154996532311,0.0638694222606141,0.0504875808808054,0.776366702378731,1.10343591888697,22.8235556355181,0.716201124639916,0.40622405580612,0.430610691784412,0.868999999991502,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
empirical_independence,0.138053786815148,0.0586810291587129,0.0834285804812177,0.0933877988183595,0.109440005220025,0.0290041613832269,0.0762773562211741,0.0806404483042297,Inf,Inf,Inf,Inf,Inf,Inf,0.148000000001048,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
Gaussian,0.0208278149689573,0.0177289964899223,0.0243456563537303,0.02096748927087,0.0139908301912553,0.00845194048533574,0.0279430980167321,0.017528707480132,,,,,,,0.154999999998836,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
copula,0.0131325365046642,0.0136922795408222,0.0244659728835504,0.0170969296430123,0.0122503917611868,0.0143064187931331,0.0217109010837936,0.0162842826044944,,,,,,,0.217000000004191,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
treeSHAP,0.096755721491641,0.0394845359567591,0.0572989482888574,0.0645130685790858,0.0659634483531315,0.0188786499005333,0.0481266949031763,0.0511896564818153,,,,,,,0.0029999999969732,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.35,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.115069043452448,0.0493021972404778,0.106927573252569,0.0904329379818317,0.119457807832624,0.0475670058092423,0.0632966643085847,0.0823801142018497,0.1,0.1,0.1,0.1,0.1,0.1,0.129000000000815,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0887853315146906,0.0247880412347374,0.0709597715749991,0.0615110481081424,0.0693744081121998,0.0142346362641252,0.0770699223088644,0.0625240216135981,0.80273669212425,0.80273669212425,0.80273669212425,0.425385843009812,0.425385843009812,0.425385843009812,0.745000000009895,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0840849293363296,0.0245974268065652,0.082275697927586,0.0636526846901603,0.0656978176564455,0.0195539829649697,0.0840698345815442,0.0646491776453665,0.616479617612904,1.01727573754007,28.1126348324537,0.596922386515173,0.260407754960652,0.383727028331374,0.910999999992782,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
empirical_independence,0.180009194062413,0.0723985138677576,0.111102987549641,0.121170231826604,0.1457214783781,0.0370681723295035,0.10807664770045,0.109174731685282,Inf,Inf,Inf,Inf,Inf,Inf,0.134999999994761,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
Gaussian,0.0182718047545175,0.0178212922664182,0.0270719045478429,0.0210550005229262,0.0123056183725585,0.0139780432052312,0.0294689946496083,0.0191478705142761,,,,,,,0.139000000010128,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
copula,0.013858136147206,0.0123316827230163,0.025063552653693,0.0170844571746384,0.0129436020908605,0.0160776776549548,0.0250328121363954,0.0183108103011708,,,,,,,0.201999999990221,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
treeSHAP,0.126351902942155,0.0472883060435093,0.0790927823980741,0.0842443304612461,0.0895568142346634,0.0138354971918109,0.0767988764746845,0.0718462220832773,,,,,,,0.00600000000849832,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.45,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.140288573835871,0.043686149177921,0.122091603798361,0.102022108937384,0.145121314449517,0.0450656445879571,0.0922419440516556,0.104454259877828,0.1,0.1,0.1,0.1,0.1,0.1,0.146999999997206,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0976858000163353,0.0187904713508159,0.0811112165854016,0.0658624959841843,0.0810382779824349,0.0154368159398975,0.086735066719809,0.073006353269203,0.585582902587359,0.585582902587359,0.585582902587359,0.361078884057412,0.361078884057412,0.361078884057412,0.724999999991269,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0926695644279465,0.0213219095245837,0.0834216523170488,0.065804375423193,0.0789558630437766,0.0139730668013162,0.0889555672148777,0.0719242927183822,0.320651961373991,0.947767664385,19.7675027650535,0.406787121494242,0.254815472063839,0.371756376816445,0.937000000005355,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
empirical_independence,0.230684568563967,0.104174537899282,0.140312722525128,0.158390609662792,0.194582001567281,0.0555597627526855,0.129338430909018,0.139686622172748,Inf,Inf,Inf,Inf,Inf,Inf,0.120999999999185,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
Gaussian,0.0129004735853796,0.0155137151260494,0.0236351807900678,0.0173497898338323,0.0116362185817031,0.0166841081492678,0.0302756934128605,0.0200621948332978,,,,,,,0.135999999998603,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
copula,0.0152928132863244,0.00993629885533962,0.0144007235894854,0.0132099452437165,0.013880378233505,0.00689086864365382,0.0238517147513605,0.0153961459317794,,,,,,,0.225999999995111,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
