rn,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed
treeSHAP,0.155033290184266,0.0659167349168221,0.0946100154261961,0.105186680175761,0.101902789063605,0.0311869299114895,0.0881342172262195,0.0833200232688572,,,,,,,0.00400000000081491,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.55,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.144685914228195,0.0619709377588462,0.0982881812446141,0.101648344410552,0.13354360242355,0.0476678389673455,0.0945103431628953,0.0975933197706366,0.1,0.1,0.1,0.1,0.1,0.1,0.11799999998766,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0761967679927237,0.0341250293127325,0.0708454393820511,0.0603890788958358,0.0608743077273562,0.0215296314623988,0.0737751668140952,0.0558652847041645,0.471059361893936,0.471059361893936,0.471059361893936,0.309283929925566,0.309283929925566,0.309283929925566,0.725000000005821,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.071093351792891,0.0375287640799247,0.0731279169096492,0.0605833442608217,0.0596912457936971,0.0398066144651621,0.0787372577882529,0.0593929828210238,0.304809052430076,0.619485189714808,0.575585902956235,0.342937286390185,0.260196726443408,0.323623517605611,0.845999999990454,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
empirical_independence,0.257980279589595,0.0829865759805919,0.189469318138662,0.176812057902949,0.187042019275552,0.0632386606636832,0.182827608458128,0.161995955835537,Inf,Inf,Inf,Inf,Inf,Inf,0.13200000001234,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
Gaussian,0.0104060694086996,0.0182205098978349,0.0234180682910779,0.0173482158658708,0.00681053507139724,0.0271443219644315,0.0344865549847177,0.0243766095793835,,,,,,,0.148000000001048,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
copula,0.0176041174776042,0.0190376678384685,0.0151647377504227,0.0172688410221651,0.0145897499158536,0.028789304464961,0.017245666268027,0.0196300307160359,,,,,,,0.229000000006636,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
treeSHAP,0.171759576042097,0.0610007649326095,0.121695264934706,0.118151868636471,0.0937965977810145,0.0428098406860213,0.11241038580097,0.0940475826487507,,,,,,,0.00699999999778811,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.65,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0673147416575962,0.0447982929741873,0.0553641931873419,0.0558257426063751,0.0291278224093828,0.0324493066323394,0.0462644446013837,0.0352908520687166,0.1,0.1,0.1,0.1,0.1,0.1,0.142000000007101,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0613764514953318,0.02076705838739,0.0605876432116615,0.0475770510314611,0.0360905866237513,0.0157702824258435,0.0569919838172328,0.0419094663857437,0.413274296029814,0.413274296029814,0.413274296029814,0.254266000817575,0.254266000817575,0.254266000817575,0.738000000012107,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0600223592138903,0.0287214166885069,0.0636507109306557,0.0507981622776843,0.0410889401751566,0.0191321433011259,0.0616730254695725,0.0440128962345557,0.280834935550378,0.450065146772978,0.532141523020786,0.246474952237753,0.233947738149137,0.284017259289025,0.903999999994994,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
empirical_independence,0.304595543241588,0.115273080231725,0.198018759997981,0.205962461157098,0.223072103566116,0.0772264611051911,0.196268361277711,0.182652322479978,Inf,Inf,Inf,Inf,Inf,Inf,0.11699999999837,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
Gaussian,0.0119574040017313,0.0119061707539933,0.0162214788937722,0.0133616845498323,0.00914587729688994,0.0152750759518211,0.0281025401038746,0.0179050189460158,,,,,,,0.135999999998603,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
copula,0.0215202221094392,0.0182871526982433,0.0158305630165729,0.0185459792747518,0.00731966762738012,0.0104729347401573,0.0182383144057399,0.0121450078512473,,,,,,,0.214999999996508,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
treeSHAP,0.210304107574761,0.0932788338994967,0.119533989930025,0.141038977134761,0.125471684128147,0.0683549378364282,0.12747503046063,0.114756720313344,,,,,,,0.00500000000465661,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.75,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0400114310012109,0.0446985308239105,0.0227053056739535,0.0358050891663583,0.0464806014584468,0.0443685801187069,0.0199664168717658,0.0372756668849263,0.1,0.1,0.1,0.1,0.1,0.1,0.130000000004657,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0643058599517483,0.0165632592929535,0.0522359082617941,0.0443683425021653,0.0328362902361527,0.00397630104493335,0.0294812017852501,0.0316400807828459,0.350880160371207,0.350880160371207,0.350880160371207,0.222292777741622,0.222292777741622,0.222292777741622,0.736999999993714,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0706045828262652,0.0188059973041696,0.0577055527920407,0.0490387109741585,0.0432920941751952,0.00411382452542438,0.0423102498337563,0.039637855826781,0.324833195618273,0.334161175813148,0.439161481907545,0.198391073499204,0.225206695952171,0.26673101448651,0.975000000005821,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
empirical_independence,0.390411747083668,0.139328947293469,0.26299507930851,0.264245257895216,0.282564993254015,0.129307993234005,0.261778988633501,0.241717845940004,Inf,Inf,Inf,Inf,Inf,Inf,0.111999999993714,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
Gaussian,0.0151213278019088,0.00535543508268113,0.0131441288991157,0.0112069639279019,0.0207541219037361,0.00657374257118231,0.0191144018198324,0.0160886124539792,,,,,,,0.138000000006286,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
copula,0.0283803372094352,0.0106569008297461,0.0199121074282728,0.0196497818224847,0.0171794807777848,0.00817688283763171,0.0149294489962404,0.0149412044921133,,,,,,,0.222999999998137,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
treeSHAP,0.256674554274546,0.106321116286922,0.161740308035474,0.174911992865647,0.145829743838825,0.0969139413488287,0.172576054542379,0.146282767676007,,,,,,,0.00400000000081491,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.85,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0563710044565888,0.0486001125615061,0.0670958608954295,0.0573556593045081,0.0516724827517207,0.0262098372435761,0.0769495744923715,0.0520819790476827,0.1,0.1,0.1,0.1,0.1,0.1,0.119000000006054,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.068941769694026,0.029725790380192,0.054701607093129,0.051123055722449,0.04395122333106,0.0188343056399526,0.0693723855935788,0.0480599727609178,0.243336152676114,0.243336152676114,0.243336152676114,0.17882980417717,0.17882980417717,0.17882980417717,0.634999999994761,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0717087894733933,0.03144649833055,0.0616647161151084,0.0549400013063506,0.0458049530563019,0.0146918009165479,0.0680808477004478,0.0479490591958304,0.179129214148508,0.229205445202033,0.264183199834442,0.172015934549451,0.170241170571312,0.20993694910324,0.80800000000454,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
empirical_independence,0.296082676240178,0.145580015799081,0.151484270688936,0.197715654242732,0.182039336200443,0.131755845536846,0.131963214997761,0.156822587355732,Inf,Inf,Inf,Inf,Inf,Inf,0.112999999997555,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
Gaussian,0.00830908054113491,0.010675984740645,0.00851741219852269,0.00916749249343421,0.0136919434601069,0.00738413318342131,0.00487409571537084,0.0087838378862193,,,,,,,0.158999999999651,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
copula,0.0260966493313702,0.0169739792525824,0.0126234385534006,0.0185646890457844,0.0157176571341045,0.0032583240111457,0.0100007910099889,0.0116603882926795,,,,,,,0.202999999994063,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
treeSHAP,0.261729057040963,0.123374168676444,0.138366519627892,0.1744899151151,0.144694223864212,0.11085381903005,0.122715351697463,0.133838419697335,,,,,,,0.00300000001152512,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.95,1,0.1,200,5,1,1000,123
empirical_sigma.01,0.0770657890139738,0.075732761245575,0.0754587650120501,0.0760857717571996,0.0810869777980493,0.0816890609980115,0.0868938569227082,0.0832393161402532,0.1,0.1,0.1,0.1,0.1,0.1,19.960000000021,Linear,Linear,Gaussian,All var equal contribution,0.15,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0368764595919805,0.0433681903107025,0.044333257236792,0.0415259690464917,0.0335494055225088,0.0395195573763585,0.0446874561554275,0.0396404944055551,0.37166516507632,0.37166516507632,0.37166516507632,0.290629700511067,0.290629700511067,0.290629700511067,18593.076,Linear,Linear,Gaussian,All var equal contribution,0.15,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0373142743221319,0.0441067066514369,0.0456313331664086,0.0423507713799925,0.035439797505129,0.0394051754160082,0.0452540824988924,0.0403842584256222,0.292253413740575,0.369506479707199,0.46388824292569,0.276246641752079,0.330322888147062,0.287695827150614,16412.043,Linear,Linear,Gaussian,All var equal contribution,0.15,1,0.1,2000,1000,1,1000,123
empirical_independence,0.134806247700208,0.130745036300707,0.132570772007391,0.132707352002769,0.101926497001145,0.097298146825787,0.0986135010111069,0.0992792580834822,Inf,Inf,Inf,Inf,Inf,Inf,18.9500000000116,Linear,Linear,Gaussian,All var equal contribution,0.15,1,0.1,2000,1000,1,1000,123
Gaussian,0.0346616084567366,0.0261041156392418,0.0460693758298569,0.0356116999752784,0.02425096497193,0.0192794928457944,0.0271335972106562,0.0251371962141119,,,,,,,16.9859999999753,Linear,Linear,Gaussian,All var equal contribution,0.15,1,0.1,2000,1000,1,1000,123
copula,0.0330747737053995,0.0275059303651625,0.0461977764537463,0.0355928268414361,0.0226514744885091,0.0204003369361392,0.0283483406525958,0.0252718597079336,,,,,,,47.320000000007,Linear,Linear,Gaussian,All var equal contribution,0.15,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0721573191154107,0.0692194976478871,0.0756418484640005,0.0723395550757661,0.0739729528953039,0.0718457145529956,0.0837502387827839,0.0767177027913395,0.1,0.1,0.1,0.1,0.1,0.1,18.9230000000098,Linear,Linear,Gaussian,All var equal contribution,0.25,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0402443238923047,0.0470771569664094,0.0495162457146196,0.0456125755244446,0.0342281689424386,0.043769188385235,0.0495586461704481,0.043150469950656,0.335283680595306,0.335283680595306,0.335283680595306,0.24819199202782,0.24819199202782,0.24819199202782,13814.843,Linear,Linear,Gaussian,All var equal contribution,0.25,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0402543548189088,0.0476144738079758,0.0496449608152571,0.0458379298140472,0.034748888956682,0.0433815808839454,0.0500946209346123,0.04337444031459,0.302315070472229,0.355802470969448,0.355560210545227,0.249405739652682,0.25779354026343,0.241889835506436,13436.365,Linear,Linear,Gaussian,All var equal contribution,0.25,1,0.1,2000,1000,1,1000,123
empirical_independence,0.203278370056046,0.198545451760362,0.198472492177741,0.200098771331383,0.154574643177855,0.147596461148408,0.148584469125577,0.150250199443417,Inf,Inf,Inf,Inf,Inf,Inf,19.7050000000163,Linear,Linear,Gaussian,All var equal contribution,0.25,1,0.1,2000,1000,1,1000,123
Gaussian,0.0348552916450287,0.0262051495968568,0.0476913298076879,0.0362505903498578,0.0239143686730716,0.0191990265080767,0.0273839711576452,0.0253185072445481,,,,,,,16.8099999999977,Linear,Linear,Gaussian,All var equal contribution,0.25,1,0.1,2000,1000,1,1000,123
copula,0.0336957544308558,0.0281016976652932,0.0483582714370006,0.0367185745110499,0.0230943217141758,0.0201107087671119,0.028938764685028,0.0257746648819776,,,,,,,48.9189999999944,Linear,Linear,Gaussian,All var equal contribution,0.25,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0675881207979747,0.0674561345432654,0.0734346774917528,0.0694929776109976,0.0710744916594081,0.0678383326799617,0.0822239793215525,0.073997254264691,0.1,0.1,0.1,0.1,0.1,0.1,19.0659999999916,Linear,Linear,Gaussian,All var equal contribution,0.35,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0417325394483462,0.0473839529067768,0.0529836973981759,0.0473667299177663,0.0355572545811358,0.044598803771439,0.0522948225566201,0.0448978193012869,0.297817894908517,0.297817894908517,0.297817894908517,0.216888848875042,0.216888848875042,0.216888848875042,13819.959,Linear,Linear,Gaussian,All var equal contribution,0.35,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0420165127893359,0.0475575225969511,0.052920246243713,0.0474980938766667,0.0363708067968351,0.0442832357950942,0.0520483842642512,0.0449011844863854,0.288133489203967,0.303868585602541,0.303309085765615,0.225713184654661,0.218590453721859,0.206525473002708,13473.361,Linear,Linear,Gaussian,All var equal contribution,0.35,1,0.1,2000,1000,1,1000,123
empirical_independence,0.258158615823988,0.252778227562239,0.251572594415508,0.254169812600578,0.196800100611834,0.187858648951917,0.188907845186792,0.191188182826983,Inf,Inf,Inf,Inf,Inf,Inf,18.9610000000102,Linear,Linear,Gaussian,All var equal contribution,0.35,1,0.1,2000,1000,1,1000,123
Gaussian,0.0344704369195141,0.0262668643610689,0.0485453689342916,0.0364275567382915,0.0232655989266602,0.0192340439616852,0.0276937359147178,0.0253709572501042,,,,,,,16.9170000000158,Linear,Linear,Gaussian,All var equal contribution,0.35,1,0.1,2000,1000,1,1000,123
copula,0.0339296362771989,0.0288455101268513,0.0496962175693518,0.0374904546578007,0.0227990662747022,0.0211062777280076,0.0296356768966324,0.0263235651951149,,,,,,,47.0579999999609,Linear,Linear,Gaussian,All var equal contribution,0.35,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0654014448361943,0.0683481265144026,0.0751935859047365,0.0696477190851111,0.067528245360427,0.0717688835682643,0.0781374479266429,0.0727008548325823,0.1,0.1,0.1,0.1,0.1,0.1,19.2829999999958,Linear,Linear,Gaussian,All var equal contribution,0.45,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0422359418513403,0.0467214240757473,0.0553560245232807,0.0481044634834561,0.0382328586635867,0.0448210845532117,0.0537611611788678,0.046352521138707,0.252744722677295,0.252744722677295,0.252744722677295,0.191368414481189,0.191368414481189,0.191368414481189,12710.038,Linear,Linear,Gaussian,All var equal contribution,0.45,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0429988381755784,0.0466640513272615,0.0547365880052234,0.0481331591693544,0.0394677579032061,0.0444526695683596,0.0534060938556871,0.0463819100363621,0.262636246320273,0.251865373006597,0.240193285171557,0.200143908446287,0.19370863490162,0.181348907657672,11922.41,Linear,Linear,Gaussian,All var equal contribution,0.45,1,0.1,2000,1000,1,1000,123
empirical_independence,0.298975632129171,0.29310429142722,0.291109961670292,0.294396628408894,0.228167369248878,0.217745666158205,0.218936305908334,0.221616618246869,Inf,Inf,Inf,Inf,Inf,Inf,18.9899999999907,Linear,Linear,Gaussian,All var equal contribution,0.45,1,0.1,2000,1000,1,1000,123
Gaussian,0.0335366165023204,0.0263124477779441,0.0485891250382894,0.0361460631061846,0.0222613639170325,0.0193670181486246,0.0279446774726509,0.0252248451915639,,,,,,,16.713000000047,Linear,Linear,Gaussian,All var equal contribution,0.45,1,0.1,2000,1000,1,1000,123
copula,0.0334753481164255,0.0304471903825034,0.0508068950717664,0.0382431445235651,0.0232648701955115,0.0219484610518615,0.0307262090865922,0.0271244927020501,,,,,,,45.7489999999525,Linear,Linear,Gaussian,All var equal contribution,0.45,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0639260103664776,0.0653977843148216,0.0793359579045912,0.0695532508619635,0.0671340367349919,0.0722967982447695,0.079436894699395,0.0734348007940074,0.1,0.1,0.1,0.1,0.1,0.1,19.0329999999958,Linear,Linear,Gaussian,All var equal contribution,0.55,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0426610290024977,0.047232234117025,0.0586784021019019,0.0495238884071415,0.0412273133935508,0.0469485954144229,0.0550781237003793,0.0485422023078403,0.199043632135309,0.199043632135309,0.199043632135309,0.169340715105123,0.169340715105123,0.169340715105123,12412.578,Linear,Linear,Gaussian,All var equal contribution,0.55,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0441751996812626,0.046787963545216,0.0603517566948989,0.0504383066404592,0.0430210831646075,0.045407800467961,0.0571265529848807,0.0494038379602742,0.239574582688679,0.228011070658698,0.140104681288112,0.173384989072732,0.172555048678914,0.163308681384173,11036.028,Linear,Linear,Gaussian,All var equal contribution,0.55,1,0.1,2000,1000,1,1000,123
empirical_independence,0.324700396419452,0.31853752384601,0.315953702528563,0.319730540931342,0.247892550604407,0.23657552226952,0.237905527989044,0.240791808313033,Inf,Inf,Inf,Inf,Inf,Inf,18.8759999999893,Linear,Linear,Gaussian,All var equal contribution,0.55,1,0.1,2000,1000,1,1000,123
Gaussian,0.0319562074161736,0.0262331134432236,0.0476529350231944,0.0352807519608639,0.0209108570605908,0.0195631112001136,0.0280066030868949,0.0248283738981419,,,,,,,16.7569999999832,Linear,Linear,Gaussian,All var equal contribution,0.55,1,0.1,2000,1000,1,1000,123
copula,0.0324126523646101,0.0321775430496497,0.050899579086633,0.0384965915002976,0.0220407677687505,0.022911420103618,0.0315232011044789,0.0272883358789137,,,,,,,46.2170000000042,Linear,Linear,Gaussian,All var equal contribution,0.55,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0603690160736581,0.0575641282386069,0.0721869417718172,0.0633733620280274,0.0695381074281317,0.0615753648898499,0.0773364738639507,0.0700446402016437,0.1,0.1,0.1,0.1,0.1,0.1,18.2909999999683,Linear,Linear,Gaussian,All var equal contribution,0.65,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0416860563265412,0.0460817669881393,0.0582347464656881,0.0486675232601229,0.0434485659313247,0.044721173549243,0.0554460657327162,0.0486634439443715,0.191777017898417,0.191777017898417,0.191777017898417,0.152625671411998,0.152625671411998,0.152625671411998,12236.624,Linear,Linear,Gaussian,All var equal contribution,0.65,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0423443473585275,0.0453260139957996,0.0576075728616542,0.0484259780719938,0.04360923257629,0.0437214601911629,0.054948504161985,0.0481631050507945,0.205344356864839,0.202837084674055,0.162451733310038,0.156454197808603,0.154106252154907,0.147235804050178,11465.345,Linear,Linear,Gaussian,All var equal contribution,0.65,1,0.1,2000,1000,1,1000,123
empirical_independence,0.333177546528983,0.327008169639468,0.324036672019076,0.328074129395842,0.254398870301571,0.242786781729332,0.244190554947239,0.247126481908685,Inf,Inf,Inf,Inf,Inf,Inf,18.6019999999553,Linear,Linear,Gaussian,All var equal contribution,0.65,1,0.1,2000,1000,1,1000,123
Gaussian,0.0296078253669909,0.0258071567800746,0.0454838166548522,0.0336329329339725,0.0192235203531545,0.0196642350414553,0.0275627220439384,0.0240338575492668,,,,,,,16.1510000000126,Linear,Linear,Gaussian,All var equal contribution,0.65,1,0.1,2000,1000,1,1000,123
copula,0.030564980043734,0.0351882212392776,0.0500626404337649,0.0386052805722588,0.0208335659122962,0.0240036245216837,0.0322485457797337,0.0274255110208771,,,,,,,45.7440000000061,Linear,Linear,Gaussian,All var equal contribution,0.65,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0490211456712761,0.0494392415197439,0.0612832808511041,0.0532478893473747,0.0556074952735812,0.0489610778510828,0.0648501328100442,0.0571122461055796,0.1,0.1,0.1,0.1,0.1,0.1,18.8059999999823,Linear,Linear,Gaussian,All var equal contribution,0.75,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0369866397402442,0.0413529580678316,0.053440986294525,0.0439268613675336,0.039287809955964,0.0374189877404164,0.0519975746421134,0.0439281719581042,0.187467338028731,0.187467338028731,0.187467338028731,0.140481402739941,0.140481402739941,0.140481402739941,10573.828,Linear,Linear,Gaussian,All var equal contribution,0.75,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0374622872413806,0.0409895915127401,0.0529092064920772,0.0437870284153993,0.0402467816270261,0.0372834577681842,0.0511753529442132,0.0438030001517188,0.175962680456077,0.188460173190329,0.196308765016999,0.148321978440078,0.134847843077825,0.135309100186224,10790.724,Linear,Linear,Gaussian,All var equal contribution,0.75,1,0.1,2000,1000,1,1000,123
empirical_independence,0.320556619228779,0.314654207266056,0.311526690143148,0.315579172212661,0.244677760184264,0.233524730339301,0.234989866378494,0.237732477059563,Inf,Inf,Inf,Inf,Inf,Inf,18.6199999999953,Linear,Linear,Gaussian,All var equal contribution,0.75,1,0.1,2000,1000,1,1000,123
Gaussian,0.0262569806190159,0.0245891080218811,0.0415076976943166,0.0307845954450712,0.0168444086522238,0.019333667378168,0.0260362969651535,0.0224235682703072,,,,,,,16.6300000000047,Linear,Linear,Gaussian,All var equal contribution,0.75,1,0.1,2000,1000,1,1000,123
copula,0.0277048126247484,0.0373129930980416,0.0494228505137687,0.0381468854121863,0.0195240516437652,0.024559612243754,0.0314062614747012,0.0271192477318397,,,,,,,45.9070000000065,Linear,Linear,Gaussian,All var equal contribution,0.75,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0366744891450958,0.0424912307573303,0.0551664649977137,0.0447773949667133,0.0469367352402407,0.0431277559884654,0.0581984661972953,0.0504117365509555,0.1,0.1,0.1,0.1,0.1,0.1,18.5769999999902,Linear,Linear,Gaussian,All var equal contribution,0.85,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0305429853638742,0.0372544363103797,0.0497473916087179,0.0391816044276573,0.0366063994936408,0.0347360685196991,0.048656489052921,0.0412344461373755,0.147924368116592,0.147924368116592,0.147924368116592,0.126854889768599,0.126854889768599,0.126854889768599,9958.68400000001,Linear,Linear,Gaussian,All var equal contribution,0.85,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0305495555092637,0.0364449068288903,0.0477121641093295,0.0382355421491612,0.0369743078178148,0.0349466437760481,0.0487804153662715,0.0412985919041536,0.157431573363866,0.151407893055709,0.137900675810387,0.135363678415474,0.12032944367229,0.123316293923271,10844.726,Linear,Linear,Gaussian,All var equal contribution,0.85,1,0.1,2000,1000,1,1000,123
empirical_independence,0.278247040243912,0.273016073807622,0.270071305257667,0.273778139769733,0.212189950758495,0.202496137406809,0.203942863734359,0.206212791986711,Inf,Inf,Inf,Inf,Inf,Inf,18.5819999999949,Linear,Linear,Gaussian,All var equal contribution,0.85,1,0.1,2000,1000,1,1000,123
Gaussian,0.0213155475648044,0.0216844936187424,0.0346156018638541,0.0258718810158003,0.0132998822522777,0.0178757268904254,0.0224834509036722,0.0192877436846467,,,,,,,16.5920000000042,Linear,Linear,Gaussian,All var equal contribution,0.85,1,0.1,2000,1000,1,1000,123
copula,0.024101910410154,0.0379776134407468,0.0469952815534609,0.0363582684681206,0.01848697822088,0.0236608211902015,0.0287050545892834,0.0257585425312465,,,,,,,46.0559999999823,Linear,Linear,Gaussian,All var equal contribution,0.85,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0210134617409387,0.0331377980058454,0.0369584886574849,0.0303699161347563,0.0251394673256214,0.0298101901724639,0.0305650110489561,0.029393213239051,0.1,0.1,0.1,0.1,0.1,0.1,18.6410000000033,Linear,Linear,Gaussian,All var equal contribution,0.95,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0210985615953601,0.0334469818324033,0.0370435386587168,0.0305296940288267,0.0249518068628402,0.0300874129926201,0.030659099921246,0.0294737927217942,0.0897239126887704,0.0897239126887704,0.0897239126887704,0.10346239989442,0.10346239989442,0.10346239989442,10179.067,Linear,Linear,Gaussian,All var equal contribution,0.95,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0215137699432637,0.0348290293484326,0.0367690148961457,0.0310372713959473,0.0252362439912279,0.0313765161906825,0.0306512459365595,0.0299839859208721,0.103336850190112,0.0759994700367609,0.0976962458200018,0.107841035752687,0.104144083727984,0.0972606920911262,9139.41700000002,Linear,Linear,Gaussian,All var equal contribution,0.95,1,0.1,2000,1000,1,1000,123
empirical_independence,0.178344087189863,0.174918262332747,0.17258483606829,0.175282395196967,0.135722124884971,0.129523893165225,0.13070876172556,0.131989440675667,Inf,Inf,Inf,Inf,Inf,Inf,18.939000000013,Linear,Linear,Gaussian,All var equal contribution,0.95,1,0.1,2000,1000,1,1000,123
Gaussian,0.0127714712630275,0.01433553635535,0.0213237321355717,0.0161435799179831,0.00739037037046325,0.0113349079742416,0.0137974510882263,0.0117573558943587,,,,,,,16.3489999999874,Linear,Linear,Gaussian,All var equal contribution,0.95,1,0.1,2000,1000,1,1000,123
copula,0.0182114880098803,0.0311750299950236,0.0345407166439641,0.027975744882956,0.021557680641649,0.0239537747667022,0.0241667483452171,0.0242912271722979,,,,,,,44.9830000000075,Linear,Linear,Gaussian,All var equal contribution,0.95,1,0.1,2000,1000,1,1000,123
